Fold #,Percentile,Query ID,Predicted Depth,Reranked All Metric Value,Initial Metric Value,Maximum Metric Value,Depth of Maximum Metric Value,Bin,Metric Value At Predicted Depth,Ratio (Metric at Depth / Reranked All),Ratio (Metric at Depth / Maximum Metric Value)
0,90,1028599,799,7.920982661428224,2.0606124,8.163401890222309,87,0.23~10.53,7.330443083269761,0.9254461720975433,0.8979642533647373
0,90,1087791,799,13.630678014265037,10.017178,13.630678014265037,117,0.23~10.53,13.630678014265037,1.0,1.0
0,90,559161,799,11.910577769438769,4.7290864,11.910577769438769,859,0.23~10.53,11.603644486573277,0.9742301936306526,0.9742301936306526
0,90,897497,799,10.366754018599917,10.121282,10.553446251603688,428,0.23~10.53,10.366754018599917,1.0,0.982309832394759
0,90,924972,799,8.113518726644532,10.518543,8.815922306406408,347,0.23~10.53,8.101553557298438,0.9985252798755735,0.9189683479187596
0,90,1007959,812,12.05254836162926,16.805826,13.315213137479308,28,10.53~17.33,12.028618022937074,0.9980144996747434,0.9033740503243797
0,90,1040694,812,3.18945462469975,15.979641,3.18945462469975,774,10.53~17.33,3.18945462469975,1.0,1.0
0,90,1086332,812,11.643541073585558,12.788483,13.200001456191645,116,10.53~17.33,11.643541073585558,1.0,0.8820863476589992
0,90,1086468,812,13.341613187947148,15.759402,13.630678014265037,20,10.53~17.33,13.341613187947148,1.0,0.9787930706003494
0,90,1101263,812,12.421618608057804,16.035706,12.421618608057804,901,10.53~17.33,12.361951356270408,0.9951964994522783,0.9951964994522783
0,90,178862,812,13.630678014265037,14.339492,13.630678014265037,14,10.53~17.33,13.630678014265037,1.0,1.0
0,90,19607,812,6.8461611555535535,16.02159,7.484770054209548,93,10.53~17.33,6.8461611555535535,1.0,0.9146788887259361
0,90,398258,812,10.87380641198622,16.667164,10.87380641198622,127,10.53~17.33,10.87380641198622,1.0,1.0
0,90,636551,812,12.540583192283169,13.11422,12.540583192283169,136,10.53~17.33,12.540583192283169,1.0,1.0
0,90,706487,812,12.66569555439472,13.466305,13.040583192283169,340,10.53~17.33,12.66569555439472,1.0,0.9712522337106603
0,90,780850,812,13.630678014265037,14.764512,13.630678014265037,60,10.53~17.33,13.329648018601056,0.977915258848537,0.977915258848537
0,90,1092032,658,6.922818895979957,20.310146,6.922818895979957,861,17.33~24.37,5.9178134987528725,0.8548271430571893,0.8548271430571893
0,90,1096044,658,13.630678014265037,20.954517,13.630678014265037,17,17.33~24.37,13.630678014265037,1.0,1.0
0,90,424474,658,1.2317065537373744,22.28716,2.9671660104124484,56,17.33~24.37,1.4463946303571862,1.1743013187421814,0.48746670232857353
0,90,581877,658,12.692814977828087,18.094032,12.692814977828087,640,17.33~24.37,12.692814977828087,1.0,1.0
0,90,821068,658,13.630678014265037,17.694773,13.630678014265037,29,17.33~24.37,13.630678014265037,1.0,1.0
0,90,1084129,691,9.942135293389963,25.971066,9.942135293389963,534,24.37~33.10,9.942135293389963,1.0,1.0
0,90,925286,691,9.934886890631772,25.69078,10.235916886295753,27,24.37~33.10,9.934886890631772,1.0,0.9705908128203921
0,90,993211,691,9.990587445669451,32.37305,9.990587445669451,626,24.37~33.10,9.990587445669451,1.0,1.0
0,90,996579,691,12.031332225397405,25.46448,12.031332225397405,224,24.37~33.10,12.031332225397405,1.0,1.0
0,90,1032081,634,3.0070698857492903,35.30045,3.538553940861261,288,33.10~44.22,3.0070698857492903,1.0,0.8498019066560814
0,90,1046828,634,3.7533279132226793,34.398056,4.455645597242949,15,33.10~44.22,3.7533279132226793,1.0,0.84237577502689
0,90,1094971,634,13.341613187947148,42.79253,13.630678014265037,282,33.10~44.22,13.329648018601056,0.9991031692211777,0.977915258848537
0,90,1096092,634,11.774570736748869,34.165123,12.739553196619186,156,33.10~44.22,11.709805466467095,0.994499564210894,0.9191692428879402
0,90,490967,634,13.329648018601056,37.44201,13.630678014265037,49,33.10~44.22,13.630678014265037,1.0225834917204044,1.0
0,90,857916,634,12.630678014265037,39.91699,12.669941124053397,267,33.10~44.22,12.315213137479308,0.9750239158634679,0.9720023966093535
0,90,899937,634,13.630678014265037,36.92168,13.630678014265037,0,33.10~44.22,13.630678014265037,1.0,1.0
0,90,1003368,435,13.243825207030495,49.943825,13.630678014265037,40,44.22~62.86,13.243825207030495,1.0,0.9716189607861263
0,90,1029559,435,7.80163950154093,55.190804,8.376242957483553,152,44.22~62.86,7.80163950154093,1.0,0.9314008131259782
0,90,1090280,435,9.87045873230197,49.828533,10.00504876754383,469,44.22~62.86,9.71598394122594,0.9843497860367424,0.971108104214783
0,90,15177,435,8.855590639448218,50.44311,8.855590639448218,140,44.22~62.86,8.855590639448218,1.0,1.0
0,90,269228,435,13.630678014265037,58.782337,13.630678014265037,27,44.22~62.86,13.630678014265037,1.0,1.0
0,90,277623,435,11.258790740070442,54.485775,11.258790740070442,14,44.22~62.86,10.969725913752557,0.9743254108730263,0.9743254108730263
0,90,390135,435,12.051203246072582,49.780525,12.051203246072582,204,44.22~62.86,12.051203246072582,1.0,1.0
0,90,391417,435,10.662871238304108,55.257717,11.033513306533877,45,44.22~62.86,10.662871238304108,1.0,0.9664076112537717
0,90,47228,435,13.630678014265037,50.845688,13.630678014265037,29,44.22~62.86,13.630678014265037,1.0,1.0
0,90,788396,435,10.048300322564923,61.919807,10.048300322564923,42,44.22~62.86,10.048300322564923,1.0,1.0
0,90,866336,435,3.1567065308538043,58.388283,5.148089041191962,18,44.22~62.86,3.1567065308538043,1.0,0.6131802510787413
0,90,1015486,594,12.86666812285831,87.66433,12.86666812285831,106,62.86~93.26,12.86666812285831,1.0,1.0
0,90,1025772,594,12.630678014265037,73.33602,13.630678014265037,57,62.86~93.26,12.630678014265037,1.0,0.92663607790064
0,90,1033927,594,6.717295890504302,73.064285,6.717295890504302,540,62.86~93.26,6.717295890504302,1.0,1.0
0,90,1057536,594,9.480790723718563,65.18116,10.46335142962182,41,62.86~93.26,9.480790723718563,1.0,0.9060950296363343
0,90,1085421,594,13.630678014265037,75.37047,13.630678014265037,146,62.86~93.26,13.630678014265037,1.0,1.0
0,90,1093040,594,13.630678014265037,64.47808,13.630678014265037,22,62.86~93.26,13.630678014265037,1.0,1.0
0,90,1093186,594,11.99974826069358,65.278114,11.99974826069358,18,62.86~93.26,11.99974826069358,1.0,1.0
0,90,1096895,594,13.630678014265037,68.24048,13.630678014265037,17,62.86~93.26,13.630678014265037,1.0,1.0
0,90,1101423,594,10.008989023540916,66.99248,11.21804842974815,47,62.86~93.26,10.587118676176692,1.057761043725398,0.9437576190259305
0,90,30211,594,10.47621448894234,68.45552,10.47621448894234,94,62.86~93.26,10.47621448894234,1.0,1.0
0,90,323382,594,13.243825207030495,72.51143,13.630678014265037,331,62.86~93.26,13.243825207030495,1.0,0.9716189607861263
0,90,600134,594,7.466556751077204,85.31157,7.466556751077204,494,62.86~93.26,7.466556751077204,1.0,1.0
0,90,66388,594,9.02163403292939,67.561806,9.746825570724347,105,62.86~93.26,9.02163403292939,1.0,0.9255971564759352
0,90,669979,594,9.629463226481612,85.62661,10.005110691938466,288,62.86~93.26,9.629463226481612,1.0,0.9624544418324598
0,90,700571,594,10.7036135486264,63.624496,11.104808615715395,26,62.86~93.26,10.7036135486264,1.0,0.9638719512445061
0,90,74717,594,10.98977792084229,67.44002,10.98977792084229,494,62.86~93.26,10.98977792084229,1.0,1.0
0,90,1011630,302,6.495452032393595,133.92525,7.131473078933742,120,93.26~142.64,6.102084209216637,0.9394394999431626,0.8556555064678147
0,90,1092228,302,13.630678014265037,102.0399,13.630678014265037,17,93.26~142.64,13.630678014265037,1.0,1.0
0,90,1093322,302,8.559972811990695,117.687386,8.559972811990695,433,93.26~142.64,7.530836810579506,0.879773449750963,0.879773449750963
0,90,1093539,302,7.468966086184148,126.81912,7.468966086184148,318,93.26~142.64,6.864436383080531,0.9190611262485371,0.9190611262485371
0,90,1095656,302,9.91919951522064,135.65439,9.91919951522064,683,93.26~142.64,8.881367416730564,0.8953713858766968,0.8953713858766968
0,90,1097016,302,9.89103244292026,132.1431,9.89103244292026,278,93.26~142.64,9.89103244292026,1.0,1.0
0,90,323998,302,11.338710264439491,133.1316,12.061977845523923,15,93.26~142.64,11.338710264439491,1.0,0.94003739765176
0,90,43762,302,12.725118315497438,121.15229,13.014183141815328,356,93.26~142.64,12.114685325192312,0.9520292876521468,0.9308832673690539
0,90,504670,302,13.630678014265037,99.10249,13.630678014265037,45,93.26~142.64,13.630678014265037,1.0,1.0
0,90,529738,302,7.461372836841218,99.38899,7.461372836841218,23,93.26~142.64,7.461372836841218,1.0,1.0
0,90,556754,302,12.441137493823682,102.7003,12.441137493823682,113,93.26~142.64,12.441137493823682,1.0,1.0
0,90,581552,302,7.635632752850816,93.56212,10.310207740252224,16,93.26~142.64,7.635632752850816,1.0,0.7405896122772033
0,90,671957,302,2.7201861405678747,105.59664,4.092919138072481,51,93.26~142.64,2.958267178435985,1.0875238037270523,0.7227768442621006
0,90,922024,302,13.630678014265037,127.0699,13.630678014265037,31,93.26~142.64,13.630678014265037,1.0,1.0
0,90,999753,302,4.297596420238125,110.05177,9.13420902987709,17,93.26~142.64,5.053433578159603,1.1758743921048775,0.5532426027946508
0,90,1023101,352,6.388615819488755,208.7694,9.148003145450357,113,142.64~278.68,9.148003145450357,1.4319225641247622,1.0
0,90,1029090,352,10.930641320973097,225.18695,10.930641320973097,885,142.64~278.68,9.77591338289989,0.8943586287240457,0.8943586287240457
0,90,1037662,352,12.666414927360249,144.7636,12.954760380712608,25,142.64~278.68,12.666414927360249,1.0,0.9777421237538553
0,90,1075871,352,10.211385314978232,193.96109,11.707249858949837,13,142.64~278.68,10.211385314978232,1.0,0.8722275032997556
0,90,1085420,352,5.14527201342591,162.93707,8.08511611204912,322,142.64~278.68,8.08511611204912,1.5713680619706936,1.0
0,90,1091923,352,6.8326241644062335,233.03294,6.8326241644062335,138,142.64~278.68,6.8326241644062335,1.0,1.0
0,90,117956,352,13.630678014265037,174.9838,13.630678014265037,25,142.64~278.68,13.630678014265037,1.0,1.0
0,90,398447,352,11.60490123698269,179.65312,11.60490123698269,14,142.64~278.68,11.60490123698269,1.0,1.0
0,90,450523,352,4.997288266945328,189.09505,5.271918212141468,12,142.64~278.68,4.997288266945328,1.0,0.9479070171150124
0,90,467925,352,8.564423339410903,143.59903,9.699013374652765,12,142.64~278.68,8.418566037996719,0.9829693961129885,0.8679816918283312
0,90,547301,352,13.200001456191645,144.4585,13.329648018601056,12,142.64~278.68,13.200001456191645,1.0,0.9902738195165773
0,90,604791,352,10.507619936637266,227.35477,10.507619936637266,22,142.64~278.68,10.507619936637266,1.0,1.0
0,90,690606,352,6.864396850157386,233.193,8.562821099428277,0,142.64~278.68,6.864396850157386,1.0,0.8016513215038101
0,90,961568,352,12.02614831116142,155.88918,12.02614831116142,34,142.64~278.68,12.02614831116142,1.0,1.0
0,90,984689,352,6.239566963927731,205.34474,7.688923972781549,13,142.64~278.68,6.7633933437469205,1.0839523612531994,0.8796280685943878
0,90,993774,352,8.845377356638178,225.52422,12.4504883703013,13,142.64~278.68,8.845377356638178,1.0,0.7104442085771869
0,90,1045590,90,13.329648018601056,712.0589,13.329648018601056,19,278.68~5153.07,13.329648018601056,1.0,1.0
0,90,1057190,90,9.851665945027309,616.5179,9.851665945027309,17,278.68~5153.07,9.851665945027309,1.0,1.0
0,90,1098851,90,5.024407690378696,546.55084,5.024407690378696,79,278.68~5153.07,5.024407690378696,1.0,1.0
0,90,175421,90,8.889553242386327,1108.808,9.178618068704216,67,278.68~5153.07,9.178618068704216,1.0325173626206092,1.0
0,90,334654,90,9.0429500787531,553.4037,9.077226943742447,28,278.68~5153.07,7.254142376861159,0.8021875951637906,0.79915842380276
0,90,445494,90,9.160842233423908,823.1879,9.50261453941018,129,278.68~5153.07,9.449907059741795,1.0315543941214504,0.9944533707591957
0,90,453347,90,10.203063744280133,414.5422,10.203063744280133,614,278.68~5153.07,9.913998917962244,0.9716688208990227,0.9716688208990227
0,90,495919,90,8.216851134327708,334.47607,9.220956172174708,138,278.68~5153.07,8.353761693221044,1.0166621685917323,0.9059539528481306
0,90,802038,90,6.846856557172109,366.374,11.37056884593225,13,278.68~5153.07,8.356945959043323,1.2205522182715203,0.7349628740898894
0,90,987326,90,7.010254151571571,606.93536,9.413998917962244,166,278.68~5153.07,8.845377356638178,1.2617769863101476,0.9395982975694721
1,10,100856,28,13.630678014265037,5.7252502,13.630678014265037,300,1.51~11.20,8.265762056634042,0.6064087236147461,0.6064087236147461
1,10,1036645,28,13.630678014265037,3.6494215,13.630678014265037,862,1.51~11.20,7.215231401982097,0.529337674503871,0.529337674503871
1,10,1048273,28,13.630678014265037,10.5382595,13.630678014265037,37,1.51~11.20,11.769386822512883,0.8634483780040699,0.8634483780040699
1,10,1084479,28,7.7203773310208605,2.79607,8.79170333707504,160,1.51~11.20,6.899766525196368,0.8937084587138976,0.7848042933955377
1,10,211468,28,6.0979172469750065,10.761198,7.614416616618959,30,1.51~11.20,7.075776780016092,1.1603595938475832,0.929260524643838
1,10,252269,28,4.850671137962738,9.599039,5.166136014748467,848,1.51~11.20,3.745610782940923,0.7721840290566604,0.7250313914011983
1,10,340197,28,4.684297151216396,3.8364372,5.849568290226781,377,1.51~11.20,5.5172519088878,1.1778185138095063,0.9431895885557569
1,10,488858,28,0.0,0.2348799,0.0,0,1.51~11.20,0.0,0.0,0.0
1,10,576286,28,8.181558977409093,5.671162,8.181558977409093,439,1.51~11.20,6.174489091659804,0.7546836866554153,0.7546836866554153
1,10,760977,28,11.746512968738196,9.21242,12.035577795056083,327,1.51~11.20,4.643724409513359,0.3953279089608995,0.3858331098504374
1,10,778602,28,12.040583192283169,6.883203,12.246591576155245,499,1.51~11.20,7.992018456967737,0.6637567574043952,0.652591246084226
1,10,802794,28,5.160054210538055,6.1850047,5.200796520860349,125,1.51~11.20,4.112882780014953,0.7970619323369647,0.7908178609792205
1,10,830342,28,7.8104721530027295,2.327575,7.854740660018176,697,1.51~11.20,6.286619332430909,0.8048961969621803,0.8003598851367248
1,10,916759,28,13.341613187947148,8.01192,13.341613187947148,659,1.51~11.20,11.68655708631162,0.8759478274238447,0.8759478274238447
1,10,1097213,17,11.337365148882814,17.03897,12.35447624726767,609,11.20~17.54,10.796684762955154,0.9523098728119436,0.87390873938043
1,10,147649,17,9.40258355296242,14.450162,10.904648041484624,0,11.20~17.54,10.34044658939937,1.0997452488621027,0.9482604619664149
1,10,634877,17,10.257311539536513,17.327322,10.257311539536513,553,11.20~17.54,8.25749005654541,0.8050345380187734,0.8050345380187734
1,10,785665,17,10.478336115089837,12.253109,10.719706147290982,323,11.20~17.54,5.975519087323785,0.5702736600249393,0.5574331054619329
1,10,834602,17,9.13169978517829,13.18289,10.507465390975335,132,11.20~17.54,5.491118097587652,0.6013248602960333,0.5225920708055694
1,10,1026433,14,5.14725060620651,18.171825,6.2947061701745515,102,17.54~25.05,3.4935660608802896,0.6787246878299995,0.5550006571289114
1,10,1085741,14,4.746801352835673,22.808313,4.746801352835673,394,17.54~25.05,3.754494511770458,0.7909525241724251,0.7909525241724251
1,10,1088647,14,12.61289545345904,23.7584,13.040583192283169,21,17.54~25.05,12.652072667505792,1.0031061237438552,0.9702075805162395
1,10,1093490,14,8.23109000607757,24.567356,8.23109000607757,776,17.54~25.05,1.794070223544972,0.2179626540616478,0.2179626540616478
1,10,164510,14,6.674489091659804,20.320332,6.989953968445532,58,17.54~25.05,5.885424265341916,0.8817789922971222,0.8419832651130823
1,10,332019,14,10.756688266351016,20.27551,10.756688266351016,254,17.54~25.05,4.543559338088345,0.42239388421262236,0.42239388421262236
1,10,363651,14,10.160256945435632,24.044916,10.461286941099614,302,17.54~25.05,10.18147308166749,1.0020881495759206,0.9732524438907406
1,10,56775,14,8.897106958806113,23.349676,9.62000730183432,551,17.54~25.05,8.070654790174743,0.9071100108768086,0.8389447676028114
1,10,567974,14,10.772998914947642,24.44826,10.772998914947642,531,17.54~25.05,4.38041886811483,0.4066109077609723,0.4066109077609723
1,10,601337,14,8.184578493531017,24.197956,11.49974826069358,67,17.54~25.05,9.00010529471138,1.0996418815978055,0.7826349838869047
1,10,687816,14,11.99974826069358,24.193201,13.329648018601056,97,17.54~25.05,8.002145844036173,0.6668594765648569,0.6003268678114726
1,10,797502,14,6.043559338088346,23.943132,6.043559338088346,313,17.54~25.05,3.9091960090910303,0.6468367050612195,0.6468367050612195
1,10,798768,14,8.497023854194822,17.852015,9.589183164698897,42,17.54~25.05,7.736095403304653,0.9104476503835501,0.8067522822782132
1,10,950773,14,6.569921403358966,24.80668,9.1406381500779,11,17.54~25.05,9.127860986498984,1.3893409716944614,0.9986021584741535
1,10,987567,14,12.86666812285831,19.659286,13.274470827157014,199,17.54~25.05,3.0,0.23316059537358724,0.22599770936725982
1,10,1019058,16,11.06714774590966,33.331944,12.38325338824387,65,25.05~34.66,9.790255642754344,0.8846231989965756,0.7906044829906164
1,10,1033296,16,12.954760380712608,34.39567,13.329648018601056,30,25.05~34.66,11.527060214986095,0.8897933945692958,0.8647685369411471
1,10,1071513,16,7.911201042624262,33.049603,7.911201042624262,427,25.05~34.66,5.169928450609313,0.6534947630270779,0.6534947630270779
1,10,1092255,16,13.630678014265037,26.557816,13.630678014265037,452,25.05~34.66,8.548212600406131,0.6271304033049635,0.6271304033049635
1,10,1095070,16,13.008279854613816,26.303362,13.630678014265037,17,25.05~34.66,13.341613187947148,1.0256247049616714,0.9787930706003494
1,10,1100454,16,6.95980101503999,34.59212,6.95980101503999,407,25.05~34.66,3.1243767524318216,0.4489175402687672,0.4489175402687672
1,10,1100797,16,13.630678014265037,33.713116,13.630678014265037,12,25.05~34.66,13.630678014265037,1.0,1.0
1,10,190383,16,11.039103991749236,33.371162,11.039103991749236,692,25.05~34.66,9.767408229732284,0.8848008168989591,0.8848008168989591
1,10,241855,16,10.343880164825228,29.966625,10.735916886295753,216,25.05~34.66,8.061341898894346,0.7793344248425516,0.7508759600388241
1,10,457394,16,7.744823006596777,28.426004,7.744823006596777,895,25.05~34.66,3.304666305987414,0.42669358656390366,0.42669358656390366
1,10,46468,16,9.08711867617669,26.229671,9.721482005174003,527,25.05~34.66,7.789700772947467,0.8572245010257643,0.8012873725221734
1,10,985158,16,7.70026586894215,26.011168,9.443325863284713,76,25.05~34.66,8.167124096287345,1.0606288451971766,0.8648567479854539
1,10,994443,16,11.509177744588245,30.012663,11.720951353255806,113,25.05~34.66,6.811095426188224,0.5917968752712055,0.5811043166130249
1,10,996175,16,9.604674530738142,28.537695,9.604674530738142,925,25.05~34.66,1.7975964202381245,0.18715849396928758,0.18715849396928758
1,10,1052350,11,12.91049187369716,36.15869,12.91049187369716,628,34.66~50.22,10.928983603430265,0.8465195370051031,0.8465195370051031
1,10,1089577,11,9.425457406737108,35.232166,9.425457406737108,56,34.66~50.22,6.99618541920937,0.7422648172181704,0.7422648172181704
1,10,1090039,11,8.456219619477894,39.25638,8.617357525323836,358,34.66~50.22,3.0,0.35476845860174416,0.34813456343013477
1,10,1090132,11,12.29233928370462,46.187534,12.607804160490348,43,34.66~50.22,9.750937055405776,0.7932531660863069,0.7734048634704157
1,10,171399,11,8.559160817757872,48.87391,8.559160817757872,597,34.66~50.22,5.419096689914919,0.6331341127125224,0.6331341127125224
1,10,337194,11,9.324009144150052,38.508045,9.324009144150052,322,34.66~50.22,6.48134376710825,0.6951241324312396,0.6951241324312396
1,10,402572,11,4.543559338088345,43.184074,4.876892671421679,56,34.66~50.22,3.540211658404094,0.7791714369672128,0.7259154336427247
1,10,523315,11,8.834158001010241,44.22826,9.126295890223448,17,34.66~50.22,7.475807717962966,0.8462388511851453,0.8191502673030173
1,10,554432,11,10.863827123745288,46.98642,12.361951356270408,12,34.66~50.22,12.132553781739915,1.1167845036139745,0.9814432553632292
1,10,764025,11,11.05510396914652,43.636795,11.356133964810502,59,34.66~50.22,7.137290470393648,0.6456104339057305,0.6284965017593245
1,10,874711,11,10.76103374560155,40.6257,11.341699083688754,99,34.66~50.22,10.645822064313885,0.9892936232697201,0.9386443764518796
1,10,996805,11,3.8868528072345416,37.19807,5.301280641105942,15,34.66~50.22,5.012215814788054,1.2895306468665062,0.9454726421996057
1,10,1034783,13,12.954760380712608,51.157127,13.040583192283169,29,50.22~67.37,11.746512968738196,0.9067333260927556,0.9007659240032497
1,10,1087852,13,9.348837372816664,60.050987,9.637902199134553,18,50.22~67.37,9.613971860442366,1.0283601561405513,0.9975170593976005
1,10,1096266,13,13.630678014265037,59.852165,13.630678014265037,54,50.22~67.37,12.700001456191645,0.9317219174938032,0.9317219174938032
1,10,1099528,13,9.37618350249458,52.51323,10.174224678909296,8,50.22~67.37,9.987149614123563,1.0651614925695974,0.9816128431708875
1,10,410760,13,7.855590639448216,57.381832,8.8318188956991,217,50.22~67.37,8.233192479796996,1.048067912099771,0.9322193510791279
1,10,637185,13,9.455758180278888,50.265427,12.114685325192312,13,50.22~67.37,12.114685325192312,1.2811966099618466,1.0
1,10,994442,13,8.279018794763418,53.46659,8.606448840895242,17,50.22~67.37,7.200889142127644,0.869775672774447,0.8366852897458934
1,10,1065339,14,10.35742870041714,71.75451,11.883253388243867,24,67.37~97.88,8.542505322576508,0.8247708547810194,0.7188692392125232
1,10,1088837,14,9.842610987513432,94.020355,10.175944320846764,19,67.37~97.88,8.071671742169094,0.8200742417239701,0.7932110758146751
1,10,1093230,14,5.404635368040541,85.68649,6.540618429383467,18,67.37~97.88,5.811181321929829,1.075221717323121,0.8884758199352112
1,10,269505,14,11.368911128389415,73.21928,11.368911128389415,958,67.37~97.88,9.168695918088574,0.8064708936982836,0.8064708936982836
1,10,540262,14,7.640995184095701,84.504555,7.997202371203723,303,67.37~97.88,7.640995184095701,1.0,0.9554585252974652
1,10,545760,14,5.710226004755012,80.5941,6.043559338088346,0,67.37~97.88,5.859024214874074,1.026058199797198,0.9694658209027128
1,10,71219,14,13.630678014265037,76.05104,13.630678014265037,67,67.37~97.88,12.268041706956206,0.9000316561008352,0.9000316561008352
1,10,1082478,12,12.166414927360249,133.60132,12.166414927360249,30,97.88~149.87,11.553446251603688,0.9496179705018858,0.9496179705018858
1,10,1100039,12,3.7533279132226793,128.89354,4.1342774332557095,2,97.88~149.87,3.684004471296072,0.9815301397774528,0.8910878698324192
1,10,1102249,12,10.428983603430265,138.55684,10.71804842974815,237,97.88~149.87,8.447842571219589,0.8100350803544225,0.7881885052667273
1,10,16973,12,12.954760380712608,140.77264,12.954760380712608,103,97.88~149.87,7.030344143858526,0.5426842285964231,0.5426842285964231
1,10,64245,12,9.721482005174003,107.36694,10.108334812408549,69,97.88~149.87,8.497023854194822,0.8740461433423942,0.8405958065184236
1,10,865487,12,11.23038083715047,111.74085,11.23038083715047,802,97.88~149.87,8.017973751258985,0.7139538602943245,0.7139538602943245
1,10,916315,12,1.891413448285032,138.35089,4.543559338088345,0,97.88~149.87,4.254494511770457,2.249373089542141,0.9363792118010483
1,10,949396,12,12.856972399795954,131.75873,12.856972399795954,103,97.88~149.87,9.818079416195909,0.7636385231994218,0.7636385231994218
1,10,990001,12,9.6113351761024,108.005,9.6113351761024,246,97.88~149.87,7.71581668997037,0.8027830211514169,0.8027830211514169
1,10,999118,12,7.0092841331640825,133.25699,8.989029637718474,4,97.88~149.87,8.913303516343689,1.2716424883064494,0.9915757179109707
1,10,1023109,11,9.979767126388122,247.52765,10.26883195270601,15,149.87~288.11,9.979767126388122,1.0,0.9718502720027749
1,10,1057219,11,13.630678014265037,244.72168,13.630678014265037,39,149.87~288.11,12.598553193604586,0.9242792750602506,0.9242792750602506
1,10,1085310,11,9.436348598802718,208.75441,9.472085511897928,48,149.87~288.11,2.894939644978184,0.3067860003969643,0.3056285378063614
1,10,1090662,11,8.666521315936086,158.45688,8.666521315936086,609,149.87~288.11,3.5951928404762485,0.41483690046032334,0.41483690046032334
1,10,1095754,11,9.59137825968562,206.83864,9.59137825968562,197,149.87~288.11,9.122948210539196,0.9511613413146968,0.9511613413146968
1,10,1100646,11,9.72101080824478,213.96368,9.743884662019472,312,149.87~288.11,4.867641704535917,0.5007341109432235,0.49955863327379246
1,10,443015,11,7.254861749826684,162.44524,7.254861749826684,973,149.87~288.11,3.06160631164485,0.42200753332315266,0.42200753332315266
1,10,546145,11,7.899859146463662,264.66867,7.899859146463662,201,149.87~288.11,7.210318626022307,0.9127148335613016,0.9127148335613016
1,10,981156,11,8.373817956430809,186.68916,8.67484795209479,10,149.87~288.11,8.67484795209479,1.0359489538977618,1.0
1,10,985372,11,8.027847991330242,265.03775,8.027847991330242,6,149.87~288.11,8.027847991330242,1.0,1.0
1,10,1085601,7,9.943152245384317,372.99384,10.400580988834848,21,288.11~5153.07,9.14640735230216,0.9198699895747839,0.8794131176057319
1,10,1089441,7,8.372701737833076,1509.2589,8.387136618954822,100,288.11~5153.07,8.071671742169094,0.9640462535165034,0.9623870587641579
1,10,1095110,7,12.75151836596528,515.0691,12.75151836596528,16,288.11~5153.07,10.86039354831943,0.8516941462678359,0.8516941462678359
1,10,540970,7,8.77375627311039,649.6177,8.77375627311039,274,288.11~5153.07,5.805504740972866,0.6616897666470911,0.6616897666470911
1,10,611468,7,7.684818934934552,323.91724,8.387136618954822,12,288.11~5153.07,7.684818934934552,1.0,0.9162625201033401
1,10,900696,7,9.05362476861259,379.8106,9.05362476861259,12,288.11~5153.07,8.666771961378048,0.9572709475904396,0.9572709475904396
1,20,100856,65,13.630678014265037,5.7252502,13.630678014265037,300,1.51~11.20,13.014183141815328,0.9547715182029447,0.9547715182029447
1,20,1036645,65,13.630678014265037,3.6494215,13.630678014265037,862,1.51~11.20,8.195901237263545,0.6012834599046514,0.6012834599046514
1,20,1048273,65,13.630678014265037,10.5382595,13.630678014265037,37,1.51~11.20,13.630678014265037,1.0,1.0
1,20,1084479,65,7.7203773310208605,2.79607,8.79170333707504,160,1.51~11.20,8.223670374635038,1.0651902131249364,0.9353898851381188
1,20,211468,65,6.0979172469750065,10.761198,7.614416616618959,30,1.51~11.20,6.929881493404688,1.136434164770339,0.9101001222181317
1,20,252269,65,4.850671137962738,9.599039,5.166136014748467,848,1.51~11.20,3.08564429456166,0.6361272918323664,0.5972828213877168
1,20,340197,65,4.684297151216396,3.8364372,5.849568290226781,377,1.51~11.20,5.409196009091031,1.1547508269594717,0.9247171313699327
1,20,488858,65,0.0,0.2348799,0.0,0,1.51~11.20,0.0,0.0,0.0
1,20,576286,65,8.181558977409093,5.671162,8.181558977409093,439,1.51~11.20,6.674489091659804,0.815796733860795,0.815796733860795
1,20,760977,65,11.746512968738196,9.21242,12.035577795056083,327,1.51~11.20,9.033691823542778,0.769053066862035,0.7505823133188998
1,20,778602,65,12.040583192283169,6.883203,12.246591576155245,499,1.51~11.20,10.187895476342607,0.8461297358812361,0.8318964026022533
1,20,802794,65,5.160054210538055,6.1850047,5.200796520860349,125,1.51~11.20,4.228094461302617,0.8193895429757007,0.8129705602485633
1,20,830342,65,7.8104721530027295,2.327575,7.854740660018176,697,1.51~11.20,5.4304121453228875,0.6952732227891204,0.691354734722753
1,20,916759,65,13.341613187947148,8.01192,13.341613187947148,659,1.51~11.20,11.91491596036474,0.893064113950531,0.893064113950531
1,20,1097213,24,11.337365148882814,17.03897,12.35447624726767,609,11.20~17.54,11.486225283396507,1.0131300467576774,0.9297217505223513
1,20,147649,24,9.40258355296242,14.450162,10.904648041484624,0,11.20~17.54,9.71804842974815,1.033550871950118,0.8911840522296286
1,20,634877,24,10.257311539536513,17.327322,10.257311539536513,553,11.20~17.54,7.974328517429034,0.7774287138196215,0.7774287138196215
1,20,785665,24,10.478336115089837,12.253109,10.719706147290982,323,11.20~17.54,6.105165649733196,0.582646479620095,0.5695273327316025
